Lake_ID,Lake.Name,STN,Site.ID,Latitude,Longitude,Year,meanTP_yearly,Secchi.depth_avg
211,BALSAM LAKE,6902,9,44.575,-78.80444444,2011,8.625,3.7
212,BALSAM LAKE,6902,9,44.575,-78.80444444,2012,9.033333333,3.8
213,BALSAM LAKE,6902,9,44.575,-78.80444444,2014,10.55,4.3
214,BALSAM LAKE,6902,9,44.575,-78.80444444,2015,12.7,3.5
215,BALSAM LAKE,6902,9,44.575,-78.80444444,2016,8.8,3.5
216,BAPTISTE LAKE,196,1,45.11666667,-78.05,2002,8.25,3.8
217,BAPTISTE LAKE,196,1,45.11666667,-78.05,2003,9.1,4.4
218,BAPTISTE LAKE,196,1,45.11666667,-78.05,2012,9.1,2.8
219,BAPTISTE LAKE,196,1,45.11666667,-78.05,2013,8.7,3.1
220,BAPTISTE LAKE,196,1,45.11666667,-78.05,2014,5.8,3.5
221,BAPTISTE LAKE,196,1,45.11666667,-78.05,2016,5.5,4.1
222,BAPTISTE LAKE,196,2,45.13833333,-77.96944444,2002,14.9,4
223,BAPTISTE LAKE,196,2,45.13833333,-77.96944444,2003,13.75,3.6
224,BAPTISTE LAKE,196,2,45.13833333,-77.96944444,2004,11.8,4
225,BAPTISTE LAKE,196,2,45.13833333,-77.96944444,2005,9.7,4.1
226,BAPTISTE LAKE,196,2,45.13833333,-77.96944444,2006,11,3.9
227,BAPTISTE LAKE,196,2,45.13833333,-77.96944444,2007,9.25,4.2
228,BAPTISTE LAKE,196,2,45.13833333,-77.96944444,2008,9.25,4.1
229,BAPTISTE LAKE,196,2,45.13833333,-77.96944444,2009,10.7,4.2
230,BAPTISTE LAKE,196,2,45.13833333,-77.96944444,2010,15.3,4.1
231,BAPTISTE LAKE,196,2,45.13833333,-77.96944444,2011,10.5,4.1
232,BAPTISTE LAKE,196,2,45.13833333,-77.96944444,2012,10.6,4.1
233,BAPTISTE LAKE,196,2,45.13833333,-77.96944444,2013,16.5,4
234,BAPTISTE LAKE,196,2,45.13833333,-77.96944444,2015,27.7,4.2
235,BAPTISTE LAKE,196,2,45.13833333,-77.96944444,2016,22.3,4.5
236,BARRON LAKE (NL),225,1,44.83111111,-79.74722222,2002,28.4,0.8
237,BARTLETT LAKE (RAINY),4527,1,45.53305556,-79.49388889,2016,8.4,2.4
238,BASS LAKE,237,1,44.675,-78.53611111,2002,8.9,3
239,BASS LAKE,238,1,44.81666667,-78.145,2002,12.25,4.3
240,BASS LAKE,238,2,44.81666667,-78.145,2012,8.7,7.5
241,BASS LAKE,238,2,44.81666667,-78.145,2014,11.3,5.5
242,BASS LAKE,239,1,44.87416667,-79.21111111,2002,23.65,1.3
243,BASS LAKE,239,1,44.87416667,-79.21111111,2003,30,1.5
244,BASS LAKE,239,1,44.87416667,-79.21111111,2005,25.9,1.4
245,BASS LAKE,240,1,45.1075,-79.69861111,2004,5.55,3.5
246,BASS LAKE,6935,1,44.60277778,-79.50555556,2002,12.16666667,2.6
247,BASS LAKE,6935,2,44.6,-79.5,2006,10.94166667,2.9
248,BASS LAKE,6935,2,44.6,-79.5,2007,10.075,3.4
249,BASS LAKE,6935,2,44.6,-79.5,2008,8.99,3.8
250,BASS LAKE,6935,2,44.6,-79.5,2009,12.20833333,3.7
251,BASS LAKE,6935,2,44.6,-79.5,2011,9.64,3
252,BASS LAKE,6935,2,44.6,-79.5,2012,10.84,3.4
253,BASS LAKE,6935,2,44.6,-79.5,2013,10.54,3.4
254,BASS LAKE,6935,2,44.6,-79.5,2014,10.88,3.6
255,BASS LAKE,6935,2,44.6,-79.5,2015,11.6,3
256,BASS LAKE,6935,2,44.6,-79.5,2016,23.625,3
257,BASS LAKE,6936,1,44.57222222,-76.07222222,2002,19.55,4.2
258,BASS LAKE,6936,1,44.57222222,-76.07222222,2004,8.5,6.1
259,BASS LAKE,6936,1,44.57222222,-76.07222222,2005,7.9,7.9
